raw_csv
parallel,run time in ms,sample size,beta,eta,ar,ap
0,644,10,1.89445,0.481702,0.370091,0.841472
1,4182,10,4.14237,1.99601,0.414049,0.707653
0,601,10,0.916894,1.17505,0.490556,0.317006
1,1284,10,2.81205,1.38271,0.698993,0.796191
0,574,10,4.67636,1.98099,0.46533,0.528901
1,1681,10,2.76846,1.23326,0.798652,0.870863
0,925,10,2.45276,0.578028,0.00884993,0.16519
1,1762,10,4.42251,1.09917,0.0627938,0.708745
0,958,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,584,10,6.07141,0.903134,0.231665,0.0855196
0,897,10,2.6802,0.743287,0.604295,0.125658
1,1627,10,5.1316,2.02111,0.354495,0.391501
0,985,10,3.79017,0.759918,0.048282,0.271047
1,678,10,3.77887,2.59677,0.666563,0.563835
0,1146,10,3.53537,1.28137,0.18389,0.810104
1,721,10,3.55026,2.308,0.740295,0.426997
0,1101,10,1.94194,0.865013,0.706264,0.527465
1,1870,10,1.34164,0.909263,0.862398,0.0878673
0,999,10,0.955817,0.177179,0.934337,0.506034
1,678,10,2.0802,0.592531,0.464007,0.618743
0,1031,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,776,10,4.07738,2.26113,0.54316,0.992044
0,1053,10,2.81705,1.5516,0.769969,0.52503
1,640,10,4.28012,1.18318,0.270856,0.487895
0,970,10,2.79844,1.95512,0.928477,0.405458
1,613,10,3.88409,1.57748,0.271356,0.819895
0,1003,10,5.56888,1.07823,0.270293,0.0797515
1,564,10,1.60097,0.657822,0.115346,0.373228
0,1059,10,2.15818,0.520736,0.375434,0.582376
1,541,10,3.25052,2.08721,0.501386,0.874277
0,1009,10,0.682491,0.051199,0.261965,0.0383033
1,491,10,2.58325,2.09253,0.668736,0.908678
0,945,10,3.86502,1.95387,0.547078,0.599554
1,558,10,1.94961,0.553121,0.0473471,0.252234
0,1018,10,2.84009,1.35616,0.749513,0.401456
1,543,10,2.32876,0.772491,0.489451,0.654033
0,1024,10,1.53128,0.815643,0.36334,0.111719
1,602,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,1031,10,3.22864,1.79374,0.588899,0.800474
1,602,10,7.25724,1.8604,0.155477,0.608913
0,1136,10,2.18354,1.3611,0.814071,0.591334
1,809,10,1.19748,0.753369,0.62266,0.856869
0,993,10,4.04221,1.85223,0.581459,0.53859
1,650,10,3.04005,1.36167,0.499641,0.902105
0,1007,10,2.1223,1.12641,0.666406,0.302803
1,615,10,0.805507,0.400806,0.241722,0.859894
0,1081,10,2.0248,0.997383,0.0636676,0.615465
1,953,10,2.38095,0.592416,0.110647,0.380863
0,969,10,3.54622,2.36517,0.577388,0.992179
1,538,10,3.14471,2.30619,0.218628,0.832957
0,985,10,1.72585,0.474514,0.0253076,0.974071
1,603,10,1.73597,0.728472,0.543122,0.853435
0,1029,10,3.7252,1.53181,0.26542,0.807315
1,712,10,2.87476,2.13174,0.194031,0.732153
0,1003,10,4.15319,1.5092,0.402309,0.261973
1,587,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,1058,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,729,10,3.63348,2.21509,0.927826,0.300283
0,968,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,556,10,3.7134,1.49051,0.308123,0.570897
0,1025,10,5.82499,2.42613,0.608261,0.664113
1,647,10,2.68272,1.2823,0.44683,0.826539
0,1135,10,2.77395,1.53355,0.219108,0.583639
1,601,10,4.56412,2.00974,0.418833,0.318646
0,1042,10,4.32552,1.50015,0.518188,0.180034
1,634,10,1.12004,0.679219,0.385777,0.984242
0,968,10,2.08,1.13441,0.259451,0.837206
1,576,10,3.1329,1.35897,0.480719,0.293645
0,1009,10,4.89153,2.33984,0.653515,0.608365
1,644,10,1.34128,0.912054,0.585029,0.550725
0,1009,10,4.18902,1.3108,0.102273,0.588548
1,533,10,1.59528,0.778008,0.0557581,0.20998
0,1014,10,4.78168,1.08088,0.320615,0.34339
1,587,10,5.07359,1.14046,0.268595,0.140205
0,1031,10,1.75222,2.75966,0.86363,0.880942
1,569,10,1.76859,2.24492,0.481265,0.88741
0,961,10,1.22775,1.15766,0.538185,0.302822
1,623,10,5.15073,1.98197,0.579437,0.340005
0,1494,10,3.06785,1.57232,0.226073,0.908565
1,599,10,3.26619,1.58506,0.534816,0.878177
0,1021,10,5.11037,2.83872,0.163963,0.935771
1,582,10,2.31987,2.86873,0.94307,0.91221
0,1035,10,2.50353,1.38284,0.746568,0.902251
1,667,10,3.048,1.55306,0.466094,0.264122
0,978,10,5.6836,2.79087,0.981367,0.352018
1,598,10,3.55303,1.7458,0.6108,0.201317
0,1037,10,2.19721,1.53899,0.482815,0.506633
1,595,10,1.88248,0.540063,0.362194,0.618502
0,992,10,2.62558,1.41087,0.747807,0.338292
1,550,10,2.0642,1.071,0.248734,0.718898
0,1031,10,9.56036,2.41978,0.138286,0.737864
1,552,10,2.28832,1.84181,0.740135,0.496238
0,1042,10,1.92784,2.37943,0.671293,0.974092
1,603,10,5.40441,1.65664,0.328485,0.622983
0,968,10,4.53954,2.46708,0.94392,0.701522
1,689,10,5.22804,1.97444,0.349524,0.614828
0,1000,10,4.09554,1.89298,0.321193,0.910594
1,557,10,1.04384,0.280412,0.258753,0.811305
0,1007,10,2.30632,0.555634,0.228114,0.35161
1,606,10,7.43785,2.51563,0.361403,0.78144
0,1045,10,5.17889,2.30306,0.183187,0.696475
1,526,10,3.61163,1.92239,0.609477,0.87393
0,971,10,5.10971,1.7752,0.685339,0.356477
1,556,10,2.67716,1.10604,0.822129,0.424594
0,985,10,2.05742,1.7512,0.701826,0.0366664
1,580,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,1016,10,1.22533,0.559871,0.650887,0.08819
1,611,10,1.47853,0.364308,0.856435,0.295593
0,1034,10,4.4962,1.47961,0.369694,0.259822
1,656,10,4.2042,2.59986,0.880966,0.106524
0,1048,10,4.86541,2.30688,0.710501,0.459874
1,672,10,1.23899,0.363812,0.457417,0.340706
0,1381,10,3.12521,1.33752,0.530968,0.137626
1,593,10,3.08693,2.72026,0.714182,0.789983
0,1384,10,4.89368,1.54195,0.0964097,0.432639
1,603,10,1.41975,0.456611,0.617445,0.423834
0,1436,10,1.83042,1.05773,0.28933,0.909762
1,664,10,2.44449,1.90637,0.0289035,0.984939
0,1011,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,610,10,3.57363,2.61751,0.507689,0.453227
0,982,10,1.67786,1.08092,0.285685,0.610948
1,710,10,3.84221,2.15037,0.162054,0.484739
0,1088,10,1.48277,0.620775,0.584723,0.710325
1,660,10,3.23188,1.84412,0.764752,0.311222
0,1406,10,1.76027,1.72881,0.197294,0.902317
1,693,10,5.4784,1.90191,0.292252,0.611433
0,1004,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,651,10,3.77036,2.09378,0.691611,0.870424
0,1053,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,590,10,4.22305,0.866476,0.121634,0.297712
0,1045,10,2.5473,1.44203,0.299001,0.770907
1,645,10,1.85226,0.331399,0.0174217,0.303322
0,1028,10,6.76391,2.85554,0.683703,0.435675
1,693,10,4.22666,2.25156,0.170141,0.748447
0,940,10,1.8212,2.18881,0.0329833,0.881924
1,582,10,2.54255,0.979148,0.465921,0.631737
0,1142,10,2.4228,0.898574,0.618352,0.633682
1,665,10,3.31227,1.16152,0.0233591,0.347885
0,1037,10,2.94168,0.968985,0.334284,0.145435
1,611,10,2.53398,2.73536,0.347866,0.424002
0,1072,10,4.34171,2.69017,0.480667,0.509008
1,605,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,1072,10,2.6676,0.791396,0.0220135,0.892387
1,567,10,3.61216,2.03688,0.559193,0.714179
0,973,10,2.95908,1.61552,0.747697,0.0306005
1,519,10,1.7169,1.13278,0.796399,0.357108
0,1036,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,614,10,2.96972,1.35042,0.157894,0.894923
0,999,10,1.21321,2.00691,0.471963,0.261657
1,706,10,1.41542,0.246405,0.935162,0.0444702
0,979,10,2.78371,1.62571,0.589394,0.79851
1,543,10,1.75858,0.60478,0.808317,0.622701
0,973,10,6.11097,2.50524,0.81299,0.273898
1,538,10,2.75655,1.23688,0.770268,0.561582
0,1058,10,2.61714,1.95498,0.91234,0.787548
1,593,10,5.27173,1.35838,0.478258,0.229044
0,1077,10,2.89305,1.0085,0.0107413,0.959162
1,617,10,1.23022,0.732357,0.933164,0.543058
0,1007,10,1.74828,0.483576,0.91339,0.06808
1,617,10,1.19193,0.490463,0.563901,0.046763
0,1041,10,2.71624,1.05089,0.625338,0.833388
1,582,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,981,10,3.16616,1.63965,0.160464,0.904839
1,576,10,1.10378,0.51383,0.581652,0.867133
0,980,10,3.81077,1.04239,0.183923,0.460081
1,617,10,1.76681,1.11824,0.162502,0.00205981
0,1017,10,3.96304,2.37997,0.717544,0.664574
1,625,10,2.56463,1.29269,0.414517,0.830054
0,999,10,1.44708,1.54876,0.99893,0.251512
1,629,10,2.43699,1.09994,0.549893,0.479225
0,1028,10,6.33786,2.36305,0.517684,0.408771
1,593,10,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,976,10,1.79733,1.60458,0.0647085,0.750328
1,673,10,2.85213,1.09547,0.173028,0.975039
0,1002,10,1.13791,0.947409,0.497161,0.698592
1,616,10,9.29817,1.20475,0.223591,0.0753503
0,1026,10,2.68627,1.88603,0.747294,0.652879
1,964,10,3.47583,1.13142,0.0961889,0.664672
0,952,10,3.17001,1.68922,0.817555,0.676679
1,608,10,4.29425,2.04303,0.275433,0.974168
0,1037,10,2.72238,1.04088,0.519962,0.454533
1,656,10,1.40294,1.02948,0.959774,0.630373
0,1019,10,4.581,2.22949,0.177197,0.764831
1,949,10,2.08551,1.59411,0.360688,0.309622
0,971,10,2.05934,1.52246,0.808244,0.17409
1,614,10,2.58412,1.98245,0.704801,0.701422
0,1054,10,1.21817,0.240686,0.82577,0.705558
1,630,10,1.48545,0.725183,0.29817,0.624993
0,996,10,1.68302,0.908117,0.661138,0.563484
1,516,10,2.59318,0.872946,0.43287,0.738412
0,1019,10,2.8612,2.23785,0.794187,0.944342
1,594,10,1.8792,1.3189,0.516523,0.86905
0,1025,10,3.76812,2.08178,0.753099,0.94453
1,567,10,2.63567,1.28757,0.489687,0.690397
0,969,10,1.80103,0.848973,0.848168,0.282716
1,652,10,1.95069,0.669612,0.104453,0.531271
0,1011,10,3.75421,1.94801,0.304002,0.907502
1,613,10,1.55497,0.710352,0.368367,0.95896
0,1008,10,4.88396,1.60096,0.697855,0.0491791
1,575,10,2.71048,1.63594,0.851165,0.628717
0,7471,100,2.8438,1.25001,0.250424,0.82879
1,7095,100,2.06965,0.756527,0.485003,0.493937
0,7444,100,2.92032,0.702225,0.123995,0.262835
1,3841,100,1.78052,0.761432,0.580341,0.868671
0,8299,100,1.65038,0.415537,0.611704,0.301858
1,4705,100,1.95454,1.20986,0.976719,0.708904
0,9033,100,2.12614,0.738216,0.694693,0.284816
1,4282,100,2.78415,1.54732,0.699887,0.988819
0,8151,100,2.26742,0.904296,0.261711,0.781269
1,2632,100,1.84191,0.582925,0.30856,0.742169
0,3673,100,1.13708,0.327761,0.942485,0.922357
1,4007,100,2.88344,1.03713,0.243846,0.524739
0,6341,100,3.38372,1.34246,0.213949,0.617896
1,2203,100,2.28277,0.959237,0.492622,0.627214
0,7536,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1852,100,2.67861,0.876346,0.182774,0.788476
0,6668,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1737,100,1.5615,0.590102,0.372585,0.610658
0,7345,100,3.4166,1.36989,0.397278,0.68509
1,2984,100,3.08992,1.69464,0.673355,0.756535
0,3715,100,1.34925,0.38395,0.096666,0.252683
1,1974,100,1.83375,0.626877,0.830245,0.683784
0,7026,100,2.48698,1.2773,0.531219,0.619068
1,2788,100,1.68191,0.708286,0.388568,0.913229
0,3590,100,2.97591,1.03905,0.41476,0.449771
1,1942,100,3.05581,1.12158,0.0580443,0.724804
0,5946,100,2.36344,0.827832,0.48769,0.271666
1,2240,100,3.22182,1.49401,0.199759,0.911995
0,6793,100,1.7042,0.480194,0.111506,0.541066
1,2284,100,3.28033,2.02003,0.789123,0.863985
0,6635,100,2.39234,0.807245,0.370505,0.491709
1,2267,100,1.75986,0.620556,0.34911,0.692632
0,5883,100,2.01611,0.914994,0.323321,0.940638
1,2646,100,2.41607,1.45944,0.888779,0.939872
0,6576,100,2.86201,1.71045,0.506096,0.928802
1,2195,100,2.70067,0.677773,0.25028,0.26706
0,5906,100,2.27471,1.30909,0.472234,0.871003
1,2865,100,2.63995,1.20762,0.104681,0.886521
0,6654,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1916,100,2.32886,0.985955,0.397083,0.562851
0,6967,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,2043,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6771,100,2.52097,1.12048,0.276074,0.716878
1,2152,100,2.05729,0.914527,0.592699,0.93562
0,5799,100,2.37591,0.913935,0.283399,0.739285
1,1801,100,3.05251,1.1871,0.112362,0.748263
0,3704,100,3.13038,1.56926,0.500421,0.729248
1,1791,100,2.49781,1.0838,0.326939,0.718627
0,5870,100,2.25587,1.13256,0.647021,0.990185
1,2484,100,3.36149,1.33394,0.2956,0.63299
0,6648,100,2.24295,0.741365,0.746751,0.144841
1,1877,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,5784,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,2052,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6875,100,3.10228,1.21949,0.558917,0.372729
1,2313,100,2.41778,0.720634,0.298206,0.432488
0,6892,100,2.11458,0.785963,0.241526,0.840977
1,2078,100,2.2126,0.914223,0.491403,0.815743
0,6716,100,2.34446,0.883005,0.349589,0.711062
1,1808,100,3.35561,1.98926,0.694568,0.875636
0,7343,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1721,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,7453,100,2.44527,1.29786,0.719482,0.700669
1,1527,100,1.93536,0.889558,0.626102,0.670335
0,7054,100,2.38745,1.09377,0.466066,0.726307
1,1763,100,3.06964,1.47632,0.867438,0.524363
0,7079,100,1.99183,0.97957,0.406636,0.811502
1,1869,100,1.45644,0.496742,0.206319,0.839731
0,6627,100,2.5525,1.07665,0.796571,0.320249
1,2387,100,2.31572,1.32826,0.570949,0.512386
0,6662,100,3.71915,0.914766,0.280206,0.194741
1,2708,100,1.62812,0.535638,0.305381,0.568082
0,6863,100,2.55878,1.40524,0.724797,0.749201
1,2053,100,1.89719,0.838692,0.415872,0.827772
0,7296,100,2.37179,1.22564,0.602679,0.716131
1,2059,100,2.42063,1.13415,0.430425,0.886312
0,5835,100,1.75653,0.564933,0.529332,0.378336
1,3245,100,2.72384,1.25696,0.372642,0.940238
0,7002,100,2.81495,0.978097,0.179097,0.451132
1,2100,100,2.65397,1.17524,0.686087,0.488401
0,6908,100,2.07756,0.704248,0.564663,0.341257
1,2072,100,2.30433,1.22232,0.544624,0.799206
0,7647,100,2.7981,1.17163,0.288297,0.765296
1,2190,100,2.86455,1.14339,0.19034,0.612627
0,6804,100,2.07025,1.11833,0.845433,0.999709
1,1704,100,2.68508,1.81254,0.852949,0.928252
0,5997,100,1.92809,0.746141,0.638276,0.617784
1,1749,100,2.35193,0.780339,0.208677,0.316094
0,6015,100,1.67859,0.518366,0.347485,0.563784
1,1685,100,2.29656,0.697981,0.27703,0.311422
0,5897,100,2.17399,1.0639,0.841444,0.852615
1,1769,100,2.01876,1.12548,0.585489,0.948803
0,5945,100,2.9959,1.56685,0.592561,0.645207
1,1986,100,2.2673,1.15037,0.796955,0.732342
0,5854,100,3.20886,1.29244,0.313427,0.578517
1,1720,100,2.55566,1.14861,0.546505,0.745547
0,5931,100,2.75823,0.97092,0.108622,0.53274
1,2177,100,1.9754,0.46655,0.403925,0.214056
0,7110,100,1.66579,0.618692,0.659381,0.725803
1,2111,100,1.83146,0.750512,0.814376,0.308458
0,7308,100,2.01665,1.18806,0.935425,0.431612
1,2005,100,3.48502,1.28777,0.120332,0.682667
0,5803,100,2.18927,0.857241,0.149535,0.796879
1,2569,100,2.42329,0.78434,0.217669,0.552653
0,6978,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1691,100,2.45744,1.31073,0.625085,0.710939
0,5975,100,2.64549,1.26845,0.154141,0.965078
1,1527,100,2.21234,0.811484,0.628486,0.327819
0,6737,100,2.41894,0.979797,0.160938,0.723298
1,1873,100,2.79917,1.62057,0.986797,0.427235
0,6818,100,1.92939,0.743041,0.542592,0.901291
1,1570,100,2.19024,0.941706,0.482252,0.630486
0,6678,100,2.66383,1.0978,0.564049,0.335363
1,1882,100,2.30473,0.775794,0.20434,0.606989
0,6832,100,2.41105,1.24038,0.333129,0.838777
1,2120,100,2.44451,1.20998,0.722493,0.865396
0,6704,100,3.85296,1.60294,0.291728,0.910734
1,2172,100,2.26413,0.960433,0.474004,0.726757
0,7376,100,1.89786,0.819284,0.591857,0.594923
1,2239,100,2.67502,1.5437,0.83245,0.793176
0,5922,100,2.40449,0.754506,0.117443,0.680191
1,1758,100,2.39023,0.789188,0.43584,0.314373
0,5803,100,2.34494,0.855609,0.101027,0.633717
1,2352,100,2.57516,0.989989,0.448373,0.505259
0,5873,100,1.66055,0.528052,0.489151,0.0486182
1,1788,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6919,100,3.14935,1.45183,0.0358266,0.971296
1,2162,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6808,100,3.73507,1.74062,0.188942,0.994742
1,1995,100,3.6837,1.10357,0.189049,0.450856
0,5871,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1916,100,1.97697,0.724275,0.303861,0.866541
0,6959,100,2.77065,0.920186,0.438378,0.364849
1,1957,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,7089,100,1.73826,0.594315,0.453654,0.741928
1,2362,100,2.85519,1.68897,0.431866,0.927233
0,6937,100,2.69278,1.31315,0.609675,0.51202
1,1703,100,1.82913,0.696648,0.850101,0.319824
0,6945,100,2.4409,1.35096,0.707275,0.832809
1,1823,100,2.20975,0.914326,0.627594,0.317584
0,6902,100,2.0533,0.708939,0.423475,0.543636
1,1741,100,2.76911,1.33288,0.54643,0.675436
0,6988,100,2.31034,0.934304,0.563277,0.33317
1,2246,100,2.6721,1.3731,0.328123,0.670203
0,3513,100,2.65257,1.11822,0.0873032,0.95738
1,1709,100,2.79602,0.997077,0.619172,0.0342117
0,6409,100,1.63371,0.616842,0.763426,0.566201
1,1609,100,2.21005,0.942391,0.515395,0.72944
0,6735,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1856,100,2.31982,1.19317,0.877485,0.659344
0,7009,100,2.50161,1.22644,0.75309,0.224532
1,1752,100,3.0325,1.37433,0.454589,0.464429
0,6858,100,2.01948,1.01425,0.722865,0.973454
1,1942,100,2.98659,1.11748,0.0595598,0.726078
0,6874,100,2.62533,1.41863,0.980593,0.344567
1,1846,100,2.46932,0.890998,0.0868677,0.682427
0,6804,100,3.06568,1.32034,0.120779,0.968076
1,1746,100,2.20562,0.912627,0.350215,0.683187
0,5778,100,2.93151,1.09842,0.293429,0.488861
1,2664,100,2.94784,1.26608,0.347215,0.905346
0,7074,100,2.18925,1.09808,0.859019,0.507244
1,2379,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6734,100,2.74454,1.4605,0.544312,0.607754
1,1755,100,2.37119,1.00767,0.444306,0.525771
0,6716,100,2.50733,1.15629,0.952755,0.654936
1,1949,100,2.39419,0.872123,0.251261,0.435348
0,6640,100,2.36109,1.0053,0.314208,0.726959
1,1685,100,3.04508,1.76566,0.929611,0.87106
0,6738,100,3.10363,1.11122,0.370917,0.42572
1,1699,100,2.12981,0.763979,0.626169,0.41731
0,6769,100,2.13784,0.956207,0.52014,0.639091
1,1513,100,2.26495,0.801681,0.652284,0.513112
0,6288,100,2.79372,1.8297,0.504345,0.979605
1,1682,100,2.37408,0.814501,0.264473,0.521686
0,5906,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1676,100,2.11774,1.16935,0.613082,0.928002
0,7114,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,1791,100,2.19062,0.693138,0.302635,0.68117
0,7243,100,2.43257,1.12245,0.338686,0.823326
1,1721,100,2.86755,1.03124,0.412859,0.454272
0,7058,100,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,3312,100,2.03976,0.668436,0.411568,0.755906
0,6997,100,2.11152,0.922385,0.790542,0.199764
1,1583,100,2.76028,1.52898,0.601956,0.912419
0,6346,100,2.80958,1.12173,0.208921,0.693766
1,1533,100,1.90654,0.764764,0.450712,0.716511
0,6460,100,2.21582,1.27176,0.944111,0.786872
1,1717,100,3.66446,1.94899,0.357899,0.989543
